monthYear,filename,x_network,y_network,component,class,walktrap_group,title,updated,entity,topic,winner,is_new,is_pick,subhead,related_suid,related_link,footnotes,overview,methodology,sources,data_updated,month,year,day,timeRow,timeCol,timeStack
5-2013,most-underachieving-ceos.csv,-6.292072915390041,1.3858546265738187,2,2_261,4,Most Underachieving: CEOs,2013-05-01,people,business,Meg Whitman,NA,NA,HP's performance during her tenure puts Whitman first among S&P 100 underachievers,NA,NA,NA,Bloomberg ranked CEOs who were in their jobs for at least one year as of April 30 on their company's stock performance compared to the S&P 500 during their tenure.,"Companies were drawn from the S&P 100 as of April 30, 2013. Annualized total return for each CEO was calculated from the day the CEO started until April 30.","Bloomberg, company records",2013-05-01,5,2013,1,2,1,2
5-2013,the-eus-busiest-psychiatrists-countries.csv,-3.730179032729874,8.49771465523843,2,2_261,6,The EU's Busiest Psychiatrists: Countries,2013-05-02,places,lifestyle,Portugal,NA,NA,Psychiatrists in Portugal have the EU's most crowded couches,NA,NA,NA,Bloomberg ranked EU countries based on the annual number of patients per psychiatrist.,"To calculate the patients-per-psychiatrist ratio, the number of citizens who had consulted a psychiatrist in the previous 12 months (February 2009 to February 2010) was divided by the number of psychiatrists in each country (according to OECD database and WHO reports, using latest year available). Figures for Italy and Bulgaria were not available.","OECD, European Commission, World Health Organization",2013-05-02,5,2013,2,1,2,3
5-2013,worst-for-minimum-wage-workers-states.csv,1.5777868046598547,6.025710974760557,2,2_261,6,Worst for Minimum-Wage Workers: States,2013-05-03,places,personal-finance,District of Columbia,NA,NA,"D.C., New Jersey, New York are worst places to be a minimum-wage worker",NA,NA,NA,Bloomberg ranked the U.S. states on hourly minimum wage as a percentage of per capita hourly income.,"According to the BEA, ""Personal income is the income received by all persons from all sources. It is the sum of net earnings by place of residence, property income, and personal current transfer receipts."" Hourly personal income was calculated by dividing the annual personal income rate by 2000 (40 hours per week for 50 weeks). Minimum-wage rates were as of February 13, 2013. Some states' minimum wages exceed the federal minimum wage of $7.25 per hour. For states with statutory minimum wages of less than $7.25 or with no minimum wage, the federal rate supersedes the state rate. BEA state personal income rates were from Q2 2012 and Census state population estimates were for July 1, 2012. In Missouri, federally covered employment and employees of a retail or service business with gross annual sales or business of less than $500,000 are exempt from state minimum wage. In Nevada, minimum wage is for workers with no health insurance benefits provided by employer; the rate is $7.25 for workers with health insurance provided by employer. In Ohio, minimum wage is $7.25 for employers grossing $283,000 or less.","National Conference of State Legislatures, U.S. Department of Labor, U.S. Census Bureau, U.S. Bureau of Economic Analysis",2013-05-03,5,2013,3,2,2,4
5-2013,lowest-paying-most-dangerous-jobs.csv,0.15498274666655146,10.657958401056383,2,2_261,20,"Lowest-Paying, Most Dangerous: Jobs",2013-05-03,careers,economics,Fishermen and related workers,NA,TRUE,Fishermen and loggers have the most dangerous jobs--and aren't rewarded for it,NA,http://www.bloomberg.com/slideshow/2013-07-18/lowest-paying-most-dangerous-jobs.html,NA,Bloomberg ranked U.S. occupations based on the ratio of wages to on-the-job fatalities.,"Only occupations from the BLS's Injuries, Illnesses, and Fatalities database that had corresponding wage data from the BLS's Occupational Employment Statistics database were considered. The final list of 42 jobs excluded occupations deemed too broad or that overlapped with other occupations. The Dead-end-job score was calculated by dividing a job's annual wages by its fatality rate, and dividing the result by 100. A lower score indicates a lower ratio of wages to on-the-job deaths. A higher score indicates that workers are better compensated for the risk. Workers under the age of 16, volunteers and military occupations were excluded. Fatality rates were from 2011 and included BLS's revised figures released April 25, 2013. Wage data were from May 2012.",U.S. Bureau of Labor Statistics,2013-05-03,5,2013,3,1,3,5
5-2013,highest-salaries-in-oecd-countries.csv,-2.703421532966337,5.9318616749109285,2,2_261,6,Highest Salaries in OECD: Countries,2013-05-03,places,economics,United States,NA,NA,"The U.S. leads OECD countries in salaries while Spain, Italy, Israel are in bottom half",NA,NA,NA,Bloomberg ranked OECD countries on average annual wages.,"Data were from 2011 and reflected salaries of full-time employees and full-year equivalent employees (employees on part-time schedules converted to a full-time basis). Salaries were adjusted for purchasing power parity, which allows for the comparison of costs in one country with another.",The Organisation for Economic Co-operation and Development,2013-05-03,5,2013,3,2,3,6
5-2013,lowest-paid-boards-companies.csv,-6.147036939569188,2.208841201846508,2,2_261,4,Lowest-Paid Boards: Companies,2013-05-03,companies,business,Berkshire Hathaway,NA,NA,"Berkshire Hathaway board members earned $34,000 in 2012, less than any large U.S. company",NA,NA,NA,Bloomberg ranked the boards of the 500 largest market-cap companies in the U.S. on total compensation.,"Figures were the latest available as of April 30, 2013. Included companies with stock trading history and total-return data for at least two years, from 12/31/10 to 12/31/12.","Bloomberg, SEC filings, company websites",2013-05-03,5,2013,3,1,4,7
5-2013,most-stressed-out-countries.csv,6.179090079539399,11.941307776340494,2,2_261,7,Most Stressed-Out: Countries,2013-05-10,places,lifestyle,Nigeria,NA,NA,"A stress test shows life is toughest in Nigeria, easiest in Norway",NA,NA,NA,Bloomberg ranked countries based on the stressfulness of their living environments.,"Seven equally weighted variables were considered: homicide rates, GDP per capita on a purchasing-power-parity basis, income inequality, corruption perception, unemployment, urban air pollution and life expectancy. Income inequality was measured by the Gini Index, where a score of 0 represents perfect equality and 100 perfect inequality. Corruption perception refers to Transparency International's Corruption Perceptions Index, which scores countries on a scale of 0 to 100, with 0 being the most corrupt. Urban outdoor air pollution is the annual mean concentration of fine particles smaller than 10 microns, measured in micrograms per cubic meter. Countries were allotted points for each variable based on their relative position in that category's ranking. The country with the least-stressful measure for each variable received 0 points, while the country with the highest stress level received 100 points. All other countries were scored on a percentile basis depending on their position between the two extremes. Points for the seven variables were averaged for a final score from 0 to 100, a higher score indicating a more stressful living environment. All data were the latest available. Only countries with data available for all seven variables were included.","United Nations Office on Drugs and Crime, International Monetary Fund, Central Intelligence Agency World Factbook, Transparency International, World Health Organization",2013-05-10,5,2013,10,2,4,8
5-2013,biggest-pay-premiums-for-dual-role-ceos-industries.csv,-3.2821185416945355,-0.2870158346006137,2,2_261,4,Biggest Pay Premiums for Dual-Role CEOs: Industries,2013-05-15,companies,business,Telecommunication Services,NA,NA,CEOs who are also Chairmen earn 16% more than CEOs who are not,NA,NA,NA,Bloomberg ranked industries based on the pay premium of S&P 500 CEOs who are both CEO and Chairman versus those who are not.,"Bloomberg recorded the total pay of CEOs from the summary compensation table of their proxy statements, and calculated the difference between CEOs who are also chairman and those who have a single role.",Bloomberg,2013-05-15,5,2013,15,1,5,9
5-2013,strongest-in-the-u-dot-s-banks.csv,-9.436426261351357,7.803263115261332,2,2_261,24,Strongest in the U.S.: Banks,2013-05-20,companies,business,Citigroup,NA,NA,Citigroup is the strongest bank in the U.S.,NA,NA,NA,Bloomberg ranked U.S. banks with total assets of $50 billion or more as of mid-May based on five factors.,"This ranking was created by multiplying each bank's rank in each of five factors by the factor's weight to derive a score. The five scores were added together to determine the bank's final rank. Tier 1 capital ratio, the ratio of a bank's core equity capital to its risk-weighted assets, received a weighting of 40 percent. The ratio of nonperforming assets to total assets received a weighting of 20 percent, as did the ratio of reserves for loan losses to nonperforming assets. The ratio of deposits to funding accounted for 15 percent of the final score, and the efficiency ratio, which compares costs with revenues, received a 5 percent weighting. Banks that reported a loss for their 2012 net income or whose capital plan was rejected by the Federal Reserve were excluded. All data were for banks' 2012 fiscal year, which in most cases ended December 31. Banks that hadn't reported 2012 year-end data by May 20 were not included. Only banks with at least $50 billion in assets were considered, and only the top 10 are displayed.",Bloomberg,2013-05-20,5,2013,20,2,5,10
5-2013,biggest-involving-internet-companies-takeover-deals.csv,-4.868283946996259,1.314020478490706,2,2_261,4,Biggest Involving Internet Companies: Takeover Deals,2013-05-20,companies,business,Skype Technologies,NA,NA,Tumblr acquisition is 3rd largest public-company takeover of a private Internet company in a decade,NA,NA,NA,Bloomberg ranked public company acquisitions of private companies in the Internet industry based on deal value in the last 10 years.,"Ranking included pending or completed takeovers of private companies by a single public company, with either or both parties in the Internet industry. Only deals of at least $100 million and with announced or amendment dates from May 20, 2003, through May 20, 2013, were considered. Facebook's acquisition of Instagram was included because the deal was completed after Facebook went public.",Bloomberg,2013-05-20,5,2013,20,1,6,11
